"KEYWORDS_PERFORMANCE_REPORT (Apr 1, 2022-Apr 30, 2022)"
Keyword,Keyword ID,Impressions,Clicks,Cost,Conversions,CTR,Day,First page CPC,First position CPC
order printed labels,295625477420,1,0,0,0.00,0.00%,2022-04-25,0, --
custom made cardboard boxes,296653021170,1,0,0,0.00,0.00%,2022-04-25,0, --
bubble wrap pouches,297254542441,1,0,0,0.00,0.00%,2022-04-25,0, --
takeaway paper bags,316389414944,1,0,0,0.00,0.00%,2022-04-26,0, --
personalised cups,65344390,18,0,0,0.00,0.00%,2022-04-26,0, --
custom printed paper coffee cups,1273554821,8,0,0,0.00,0.00%,2022-04-26,0, --
personalised plastic cups,4703456130,1,0,0,0.00,0.00%,2022-04-26,0, --
custom takeaway boxes,357622384301,2,1,820000,2.00,50.00%,2022-04-26,0, --
branded food containers,297856286595,24,0,0,0.00,0.00%,2022-04-26,0, --
make your own label,297966494156,3,0,0,0.00,0.00%,2022-04-26,0, --
branded box,320363848754,2,0,0,0.00,0.00%,2022-04-26,0, --
mug designer,917729085,1,0,0,0.00,0.00%,2022-04-27,0, --
cups printed with logo,299141445796,10,1,790000,1.00,10.00%,2022-04-27,0, --
chinese takeout box,322578540674,1,0,0,0.00,0.00%,2022-04-27,0, --
sustainable food packaging solutions,854948038078,1,0,0,0.00,0.00%,2022-04-27,0, --
mug designer,917729085,2,0,0,0.00,0.00%,2022-04-28,0, --
insulated picnic tote,297074117925,1,0,0,0.00,0.00%,2022-04-28,0, --
custom insulated bags,297547012953,2,0,0,0.00,0.00%,2022-04-28,0, --
custom made stickers for business,295234364140,1,0,0,0.00,0.00%,2022-04-28,0, --
make your own label,297966494156,3,0,0,0.00,0.00%,2022-04-28,0, --
take out paper bags,298139909217,2,0,0,0.00,0.00%,2022-04-29,0, --
printed tags,297395514385,20,0,0,0.00,0.00%,2022-04-29,0, --
poly mailers,20879122,2,0,0,0.00,0.00%,2022-04-29,0, --
mug designer,917729085,2,0,0,0.00,0.00%,2022-04-30,0, --
cups printed with logo,299141445796,3,0,0,0.00,0.00%,2022-04-30,0, --
custom insulated bags,297547012953,1,0,0,0.00,0.00%,2022-04-30,0, --
bulk clear plastic bags,1183586291,1,0,0,0.00,0.00%,2022-04-30,0, --
packing boxes near me,298046890463,2,0,0,0.00,0.00%,2022-04-30,0, --
logo cardboard boxes,361457333277,2,0,0,0.00,0.00%,2022-04-30,0, --
take out paper bags,298139909217,2,0,0,0.00,0.00%,2022-04-01,0, --
personalised lunch bag for adults,360154203812,1,0,0,0.00,0.00%,2022-04-01,0, --
custom lunch bags,488867579672,6,0,0,0.00,0.00%,2022-04-01,0, --
printed tags,297395514385,15,0,0,0.00,0.00%,2022-04-01,0, --
custom printed paper coffee cups,1273554821,4,0,0,0.00,0.00%,2022-04-02,0, --
insulated picnic tote,297074117925,1,0,0,0.00,0.00%,2022-04-02,0, --
make your own label,297966494156,4,0,0,0.00,0.00%,2022-04-02,0, --
poly bags,10001670,15,3,2680000,3.00,20.00%,2022-04-02,0, --
custom printed packaging bags,320363852354,2,0,0,0.00,0.00%,2022-04-02,0, --
package supplies,165667344,46,3,2720000,2.00,6.52%,2022-04-02,0, --
order custom boxes,5568015004,1,0,0,0.00,0.00%,2022-04-02,0, --
personal mug,95235712,10,0,0,0.00,0.00%,2022-04-03,0, --
branded coffee mugs,372541183,4,0,0,0.00,0.00%,2022-04-03,0, --
personalised plastic cups,4703456130,1,0,0,0.00,0.00%,2022-04-03,0, --
custom printed disposable plastic cups,311482192732,2,0,0,0.00,0.00%,2022-04-03,0, --
thermal tote,299979632765,3,0,0,0.00,0.00%,2022-04-03,0, --
custom lunch tote,321765167510,1,0,0,0.00,0.00%,2022-04-03,0, --
take away containers,120761701,22,0,0,0.00,0.00%,2022-04-03,0, --
black take out containers,488687031072,1,0,0,0.00,0.00%,2022-04-03,0, --
custom hang tag,51401767,1,0,0,0.00,0.00%,2022-04-03,0, --
custom logo tape,296980289189,1,0,0,0.00,0.00%,2022-04-03,0, --
packing boxes near me,298046890463,3,0,0,0.00,0.00%,2022-04-03,0, --
bubble mailer envelopes,457204727,1,0,0,0.00,0.00%,2022-04-03,0, --
print logo on coffee mug,295425443936,1,0,0,0.00,0.00%,2022-04-04,0, --
take away box,1674350490,1,0,0,0.00,0.00%,2022-04-04,0, --
custom hang tag,51401767,3,0,0,0.00,0.00%,2022-04-04,0, --
personalize a mug,296600973043,3,0,0,0.00,0.00%,2022-04-05,0, --
customizable tumblers,296677153370,1,0,0,0.00,0.00%,2022-04-05,0, --
promotional lunch coolers,1089719531,6,1,1070000,1.00,16.67%,2022-04-05,0, --
custom made stickers for business,295234364140,5,0,0,0.00,0.00%,2022-04-05,0, --
boxes and packaging supplies,294929548742,6,1,990000,1.00,16.67%,2022-04-05,0, --
bubble wrap pouches,297254542441,1,0,0,0.00,0.00%,2022-04-05,0, --
mug designer,917729085,5,0,0,0.00,0.00%,2022-04-06,0, --
yeti food thermos,306269848515,8,0,0,0.00,0.00%,2022-04-06,0, --
poly bubble mailers,569903356,1,0,0,0.00,0.00%,2022-04-06,0, --
environmentally sustainable packaging,605039432381,7,1,1040000,1.00,14.29%,2022-04-06,0, --
tamper evident packaging,21800276,1,0,0,0.00,0.00%,2022-04-07,0, --
personalised cups,65344390,3,0,0,0.00,0.00%,2022-04-07,0, --
custom t shirt bags,709877789,1,0,0,0.00,0.00%,2022-04-07,0, --
takeaway containers with lids,310089136245,2,3,2280000,3.00,150.00%,2022-04-07,0, --
sticker printing services,296726405211,2,0,0,0.00,0.00%,2022-04-07,0, --
branded packing tape,299132342148,1,0,0,0.00,0.00%,2022-04-07,0, --
imprinted cups,19929596,4,0,0,0.00,0.00%,2022-04-08,0, --
customised mugs,55113351,1,0,0,0.00,0.00%,2022-04-08,0, --
custom logo plastic cups,59238568,5,0,0,0.00,0.00%,2022-04-08,0, --
paper food container,295501879133,2,0,0,0.00,0.00%,2022-04-08,0, --
branded cups,51683201,25,1,550000,1.00,4.00%,2022-04-09,0, --
custom logo plastic cups,59238568,5,0,0,0.00,0.00%,2022-04-09,0, --
plastic cups with logo printed,548215101598,1,0,0,0.00,0.00%,2022-04-09,0, --
insulated picnic tote,297074117925,4,0,0,0.00,0.00%,2022-04-09,0, --
food packaging containers wholesale,296639495400,2,1,750000,1.00,50.00%,2022-04-09,0, --
custom logo tape,296980289189,1,0,0,0.00,0.00%,2022-04-10,0, --
compostable plastic packaging,299202524128,8,0,0,0.00,0.00%,2022-04-10,0, --
take out paper bags,298139909217,3,0,0,0.00,0.00%,2022-04-11,0, --
custom wax paper for food,392276819484,6,0,0,0.00,0.00%,2022-04-11,0, --
personalize a mug,296600973043,1,0,0,0.00,0.00%,2022-04-11,0, --
custom paper cups with logo,301206325896,1,0,0,0.00,0.00%,2022-04-11,0, --
printed tags,297395514385,12,1,1050000,0.00,8.33%,2022-04-11,0, --
buy shipping supplies,296084210320,1,0,0,0.00,0.00%,2022-04-11,0, --
clear poly bag,298480259708,1,0,0,0.00,0.00%,2022-04-11,0, --
custom printed paper coffee cups,1273554821,14,0,0,0.00,0.00%,2022-04-12,0, --
food packaging containers wholesale,296639495400,1,0,0,0.00,0.00%,2022-04-12,0, --
black take out containers,488687031072,2,0,0,0.00,0.00%,2022-04-12,0, --
disposable food containers near me,801307441814,1,0,0,0.00,0.00%,2022-04-12,0, --
custom made stickers for business,295234364140,3,0,0,0.00,0.00%,2022-04-12,0, --
make your own label,297966494156,2,0,0,0.00,0.00%,2022-04-12,0, --
order custom boxes,5568015004,2,0,0,0.00,0.00%,2022-04-12,0, --
personalised lunch box,298615163945,8,0,0,0.00,0.00%,2022-04-13,0, --
personalised lunch bag for adults,360154203812,4,0,0,0.00,0.00%,2022-04-13,0, --
take away food packaging,651577233,7,0,0,0.00,0.00%,2022-04-13,0, --
paper food container,295501879133,9,0,0,0.00,0.00%,2022-04-13,0, --
make your own label,297966494156,10,0,0,0.00,0.00%,2022-04-13,0, --
custom made cardboard boxes,296653021170,1,0,0,0.00,0.00%,2022-04-13,0, --
custom logo plastic cups,59238568,1,0,0,0.00,0.00%,2022-04-14,0, --
branded coffee mug,295644649893,5,0,0,0.00,0.00%,2022-04-14,0, --
custom paper cups with logo,301206325896,5,0,0,0.00,0.00%,2022-04-14,0, --
custom takeaway boxes,357622384301,1,0,0,0.00,0.00%,2022-04-14,0, --
personalised lunch box,298615163945,1,0,0,0.00,0.00%,2022-04-14,0, --
custom lunch tote,321765167510,2,0,0,0.00,0.00%,2022-04-14,0, --
custom lunch bags,488867579672,13,0,0,0.00,0.00%,2022-04-14,0, --
take out food containers,113884443,16,0,0,0.00,0.00%,2022-04-14,0, --
plastic takeaway containers,163114073,2,0,0,0.00,0.00%,2022-04-14,0, --
branded coffee mugs,372541183,3,0,0,0.00,0.00%,2022-04-15,0, --
personalize a mug,296600973043,4,0,0,0.00,0.00%,2022-04-15,0, --
custom takeaway boxes,357622384301,1,0,0,0.00,0.00%,2022-04-15,0, --
personalised lunch bag for adults,360154203812,2,0,0,0.00,0.00%,2022-04-15,0, --
custom t shirt bags,709877789,2,0,0,0.00,0.00%,2022-04-15,0, --
branded packing tape,299132342148,4,0,0,0.00,0.00%,2022-04-15,0, --
poly bags,10001670,7,1,1040000,1.00,14.29%,2022-04-15,0, --
branded coffee mugs,372541183,2,0,0,0.00,0.00%,2022-04-16,0, --
custom clear plastic cups,305387047351,2,0,0,0.00,0.00%,2022-04-16,0, --
printed tags,297395514385,3,0,0,0.00,0.00%,2022-04-16,0, --
personalize a mug,296600973043,2,0,0,0.00,0.00%,2022-04-17,0, --
logo printed drinkware,404139725247,1,0,0,0.00,0.00%,2022-04-17,0, --
personalised lunch box,298615163945,3,0,0,0.00,0.00%,2022-04-17,0, --
paper food container,295501879133,8,0,0,0.00,0.00%,2022-04-17,0, --
custom printed packaging bags,320363852354,1,0,0,0.00,0.00%,2022-04-17,0, --
package supplies,165667344,25,1,1000000,1.00,4.00%,2022-04-17,0, --
order custom boxes,5568015004,2,0,0,0.00,0.00%,2022-04-17,0, --
branded coffee mugs,372541183,5,0,0,0.00,0.00%,2022-04-18,0, --
custom printed paper coffee cups,1273554821,4,0,0,0.00,0.00%,2022-04-18,0, --
cups printed with logo,299141445796,3,0,0,0.00,0.00%,2022-04-18,0, --
best label printer,32403456,5,0,0,0.00,0.00%,2022-04-18,0, --
make your own label,297966494156,3,0,0,0.00,0.00%,2022-04-18,0, --
order custom boxes,5568015004,1,0,0,0.00,0.00%,2022-04-18,0, --
compostable plastic packaging,299202524128,7,1,1050000,1.00,14.29%,2022-04-18,0, --
custom takeaway boxes,357622384301,1,0,0,0.00,0.00%,2022-04-19,0, --
black take out containers,488687031072,2,0,0,0.00,0.00%,2022-04-19,0, --
environmentally sustainable packaging,605039432381,2,0,0,0.00,0.00%,2022-04-19,0, --
take out paper bags,298139909217,2,0,0,0.00,0.00%,2022-04-20,0, --
tamper evident packaging,21800276,3,0,0,0.00,0.00%,2022-04-20,0, --
customised mugs,55113351,1,0,0,0.00,0.00%,2022-04-20,0, --
branded coffee mugs,372541183,2,0,0,0.00,0.00%,2022-04-20,0, --
insulated picnic tote,297074117925,2,0,0,0.00,0.00%,2022-04-20,0, --
custom insulated bags,297547012953,7,0,0,0.00,0.00%,2022-04-20,0, --
bulk clear plastic bags,1183586291,2,0,0,0.00,0.00%,2022-04-20,0, --
take out paper bags,298139909217,4,1,750000,1.00,25.00%,2022-04-21,0, --
promotional lunch coolers,1089719531,1,0,0,0.00,0.00%,2022-04-21,0, --
take away containers,120761701,18,0,0,0.00,0.00%,2022-04-21,0, --
clear plastic packing bags,298189148581,3,0,0,0.00,0.00%,2022-04-21,0, --
personalize a mug,296600973043,2,0,0,0.00,0.00%,2022-04-22,0, --
cardboard takeaway boxes,12775275349,1,0,0,0.00,0.00%,2022-04-22,0, --
printed tags,297395514385,5,0,0,0.00,0.00%,2022-04-22,0, --
mug designer,917729085,2,0,0,0.00,0.00%,2022-04-23,0, --
business custom stickers,920582745556,5,0,0,0.00,0.00%,2022-04-01,0, --
environmental bags,1276982299,5,3,2840000,3.00,60.00%,2022-04-01,0, --
custom retail box,320363852594,1,0,0,0.00,0.00%,2022-04-02,0, --
biodegradable mailing bags,6299271341,2,0,0,0.00,0.00%,2022-04-02,0, --
eco product packaging,304628092292,1,0,0,0.00,0.00%,2022-04-02,0, --
personalized mugs,11356761,17,0,0,0.00,0.00%,2022-04-03,0, --
biodegradable package,333860712404,2,1,850000,1.00,50.00%,2022-04-03,0, --
tamper evident seal,11403413,1,0,0,0.00,0.00%,2022-04-04,0, --
personalized travel mugs,21718273,2,0,0,0.00,0.00%,2022-04-04,0, --
logo on mugs,593849120,4,0,0,0.00,0.00%,2022-04-04,0, --
custom coffee cups paper,10996926439,3,1,640000,1.00,33.33%,2022-04-04,0, --
custom coffee cups with logo,298292940217,1,0,0,0.00,0.00%,2022-04-04,0, --
custom printed lunch bags,299278316588,1,0,0,0.00,0.00%,2022-04-04,0, --
chinese takeaway box,297122039259,1,0,0,0.00,0.00%,2022-04-04,0, --
custom retail box,320363852594,2,0,0,0.00,0.00%,2022-04-04,0, --
shipping bubble mailers,295290327342,2,0,0,0.00,0.00%,2022-04-04,0, --
custom packaging plastic bags,447288118765,4,0,0,0.00,0.00%,2022-04-04,0, --
custom printed wax paper,26500576674,3,0,0,0.00,0.00%,2022-04-05,0, --
custom printed mugs,10034156,11,0,0,0.00,0.00%,2022-04-05,0, --
chinese food containers,295240379026,5,0,0,0.00,0.00%,2022-04-05,0, --
shipping packaging bags,337415397761,2,0,0,0.00,0.00%,2022-04-05,0, --
moving boxes,10044880,1,0,0,0.00,0.00%,2022-04-05,0, --
custom shipping mailers,331078507421,1,1,930000,1.00,100.00%,2022-04-05,0, --
personalized mugs,11356761,16,1,710000,1.00,6.25%,2022-04-06,0, --
mug printing,12187430,5,0,0,0.00,0.00%,2022-04-06,0, --
logo on mugs,593849120,7,0,0,0.00,0.00%,2022-04-06,0, --
eco friendly disposable food containers,296639494240,3,1,790000,1.00,33.33%,2022-04-06,0, --
buy plastic cups in bulk,12489367281,5,0,0,0.00,0.00%,2022-04-07,0, --
printed poly bag,12618810,2,0,0,0.00,0.00%,2022-04-08,0, --
personalised greaseproof paper,300821878787,3,0,0,0.00,0.00%,2022-04-09,0, --
personalized mugs,11356761,11,0,0,0.00,0.00%,2022-04-09,0, --
cups printed,43545360,2,0,0,0.00,0.00%,2022-04-09,0, --
logo on mugs,593849120,5,0,0,0.00,0.00%,2022-04-09,0, --
custom insulated tumblers,1097825585,1,0,0,0.00,0.00%,2022-04-09,0, --
eco friendly disposable food containers,296639494240,1,0,0,0.00,0.00%,2022-04-09,0, --
get custom stickers printed,317215415038,1,0,0,0.00,0.00%,2022-04-09,0, --
mailer bags,441073398,2,0,0,0.00,0.00%,2022-04-09,0, --
order custom size boxes,376148674052,1,0,0,0.00,0.00%,2022-04-09,0, --
kraft paper mailers,319827317674,1,0,0,0.00,0.00%,2022-04-09,0, --
restaurant paper supplies,298994669480,1,0,0,0.00,0.00%,2022-04-10,0, --
personalized mugs,11356761,14,0,0,0.00,0.00%,2022-04-10,0, --
logo on mugs,593849120,11,0,0,0.00,0.00%,2022-04-10,0, --
custom insulated tumblers,1097825585,1,0,0,0.00,0.00%,2022-04-10,0, --
promotional insulated bags,848300186,1,0,0,0.00,0.00%,2022-04-10,0, --
promotional lunch boxes,301521619652,19,0,0,0.00,0.00%,2022-04-10,0, --
create your own label,298365297581,26,1,1080000,1.00,3.85%,2022-04-10,0, --
custom shipping mailers,331078507421,2,0,0,0.00,0.00%,2022-04-10,0, --
biodegradable package,333860712404,11,1,1030000,1.00,9.09%,2022-04-10,0, --
imprinted mugs,10973091,8,0,0,0.00,0.00%,2022-04-11,0, --
promotional lunch boxes,301521619652,8,0,0,0.00,0.00%,2022-04-11,0, --
food branding and packaging,590684818997,1,0,0,0.00,0.00%,2022-04-11,0, --
get custom stickers printed,317215415038,3,0,0,0.00,0.00%,2022-04-11,0, --
print your label,430209791984,7,0,0,0.00,0.00%,2022-04-11,0, --
custom carton packaging,295569166926,1,0,0,0.00,0.00%,2022-04-11,0, --
order custom size boxes,376148674052,1,0,0,0.00,0.00%,2022-04-11,0, --
bubble mailers,10220801,4,0,0,0.00,0.00%,2022-04-11,0, --
custom bubble mailers,300569011096,2,0,0,0.00,0.00%,2022-04-11,0, --
mug printing,12187430,3,0,0,0.00,0.00%,2022-04-12,0, --
company branded mugs,350936339727,3,0,0,0.00,0.00%,2022-04-12,0, --
promotional insulated bags,848300186,1,0,0,0.00,0.00%,2022-04-12,0, --
promotional lunch boxes,301521619652,14,0,0,0.00,0.00%,2022-04-12,0, --
poly bag company,2084724867,1,0,0,0.00,0.00%,2022-04-12,0, --
kraft paper mailers,319827317674,1,0,0,0.00,0.00%,2022-04-12,0, --
personalized coffee cups,31901060,2,0,0,0.00,0.00%,2022-04-13,0, --
logo printed paper cups,346491059922,2,0,0,0.00,0.00%,2022-04-13,0, --
branded insulated bags,361025871257,2,0,0,0.00,0.00%,2022-04-13,0, --
moving boxes,10044880,3,0,0,0.00,0.00%,2022-04-13,0, --
order custom size boxes,376148674052,1,0,0,0.00,0.00%,2022-04-13,0, --
custom sandwich wrap paper,314704091198,1,0,0,0.00,0.00%,2022-04-14,0, --
mug printing,12187430,5,0,0,0.00,0.00%,2022-04-14,0, --
logo on mugs,593849120,7,0,0,0.00,0.00%,2022-04-14,0, --
custom disposable coffee cups,5113322677,2,0,0,0.00,0.00%,2022-04-14,0, --
takeout box,302055261337,5,0,0,0.00,0.00%,2022-04-14,0, --
stickers & labels,296683494605,19,1,1030000,0.00,5.26%,2022-04-14,0, --
create your own label,298365297581,17,1,920000,1.00,5.88%,2022-04-14,0, --
custom retail box,320363852594,1,0,0,0.00,0.00%,2022-04-14,0, --
create your own mug,380046387,9,0,0,0.00,0.00%,2022-04-15,0, --
printed labels,19311201,6,0,0,0.00,0.00%,2022-04-15,0, --
print my stickers,297174817111,9,0,0,0.00,0.00%,2022-04-15,0, --
eco friendly disposable food containers,296639494240,1,1,780000,1.00,100.00%,2022-04-16,0, --
take away food packaging supplies,296639504800,2,0,0,0.00,0.00%,2022-04-16,0, --
branded plastic bags,296029172119,2,0,0,0.00,0.00%,2022-04-16,0, --
moving boxes,10044880,4,0,0,0.00,0.00%,2022-04-16,0, --
custom shipping mailers,331078507421,1,0,0,0.00,0.00%,2022-04-16,0, --
custom sandwich wrap paper,314704091198,5,0,0,0.00,0.00%,2022-04-17,0, --
personalized travel mugs,21718273,2,0,0,0.00,0.00%,2022-04-17,0, --
custom mugs cheap,296600967963,6,0,0,0.00,0.00%,2022-04-17,0, --
promotional lunch boxes,301521619652,4,0,0,0.00,0.00%,2022-04-17,0, --
packing boxes bulk,331775864044,1,0,0,0.00,0.00%,2022-04-17,0, --
shipping bubble mailers,295290327342,2,0,0,0.00,0.00%,2022-04-17,0, --
mug printing,12187430,2,0,0,0.00,0.00%,2022-04-18,0, --
branded insulated bags,361025871257,17,1,680000,1.00,5.88%,2022-04-18,0, --
eco food packaging,3194684424,5,1,760000,1.00,20.00%,2022-04-18,0, --
shipping bubble mailers,295290327342,1,0,0,0.00,0.00%,2022-04-18,0, --
imprinted mugs,10973091,7,0,0,0.00,0.00%,2022-04-19,0, --
custom food containers,1227438514,9,0,0,0.00,0.00%,2022-04-19,0, --
eco food packaging,3194684424,4,0,0,0.00,0.00%,2022-04-19,0, --
get custom stickers printed,317215415038,2,0,0,0.00,0.00%,2022-04-19,0, --
buy plastic cups in bulk,12489367281,1,0,0,0.00,0.00%,2022-04-20,0, --
promotional insulated bags,848300186,1,0,0,0.00,0.00%,2022-04-20,0, --
print your label,430209791984,2,0,0,0.00,0.00%,2022-04-20,0, --
custom carton packaging,295569166926,1,0,0,0.00,0.00%,2022-04-20,0, --
promotional coffee cups,25594531,2,0,0,0.00,0.00%,2022-04-21,0, --
personalized coffee cups,31901060,7,0,0,0.00,0.00%,2022-04-21,0, --
shipping packaging bags,337415397761,3,1,1000000,0.00,33.33%,2022-04-21,0, --
eco product packaging,304628092292,1,0,0,0.00,0.00%,2022-04-21,0, --
mug printing,12187430,5,0,0,0.00,0.00%,2022-04-22,0, --
printed poly bag,12618810,4,0,0,0.00,0.00%,2022-04-22,0, --
food delivery packaging,488258604672,3,0,0,0.00,0.00%,2022-04-22,0, --
printed labels,19311201,4,0,0,0.00,0.00%,2022-04-22,0, --
order custom size boxes,376148674052,2,1,960000,1.00,50.00%,2022-04-22,0, --
eco product packaging,304628092292,1,0,0,0.00,0.00%,2022-04-22,0, --
personalized mugs,11356761,13,0,0,0.00,0.00%,2022-04-23,0, --
custom made tape,3485632960,1,0,0,0.00,0.00%,2022-04-23,0, --
create your own label,298365297581,24,0,0,0.00,0.00%,2022-04-23,0, --
custom packaging boxes,827037725,1,0,0,0.00,0.00%,2022-04-23,0, --
restaurant paper supplies,298994669480,2,0,0,0.00,0.00%,2022-04-24,0, --
custom mugs cheap,296600967963,1,0,0,0.00,0.00%,2022-04-24,0, --
business custom stickers,920582745556,4,0,0,0.00,0.00%,2022-04-24,0, --
bubble mailers,10220801,2,0,0,0.00,0.00%,2022-04-24,0, --
eco friendly packaging supplies,298190654319,1,0,0,0.00,0.00%,2022-04-24,0, --
personalized mugs,11356761,19,0,0,0.00,0.00%,2022-04-25,0, --
stickers & labels,296683494605,8,1,870000,2.00,12.50%,2022-04-25,0, --
environmental bags,1276982299,2,0,0,0.00,0.00%,2022-04-25,0, --
biodegradable package,333860712404,1,0,0,0.00,0.00%,2022-04-25,0, --
restaurant paper supplies,298994669480,5,0,0,0.00,0.00%,2022-04-26,0, --
print your label,430209791984,8,0,0,0.00,0.00%,2022-04-26,0, --
poly bag company,2084724867,3,0,0,0.00,0.00%,2022-04-26,0, --
custom mailer boxes,296653021330,1,0,0,0.00,0.00%,2022-04-26,0, --
biodegradable mailing bags,6299271341,1,0,0,0.00,0.00%,2022-04-26,0, --
logo on mugs,593849120,12,0,0,0.00,0.00%,2022-04-27,0, --
business custom stickers,920582745556,7,0,0,0.00,0.00%,2022-04-27,0, --
custom shipping mailers,331078507421,1,0,0,0.00,0.00%,2022-04-27,0, --
personalized mugs,11356761,2,0,0,0.00,0.00%,2022-04-28,0, --
personalized travel mugs,21718273,1,0,0,0.00,0.00%,2022-04-28,0, --
promotional coffee cups,25594531,1,0,0,0.00,0.00%,2022-04-28,0, --
personalized coffee cups,31901060,1,0,0,0.00,0.00%,2022-04-28,0, --
customized cups,39151990,6,1,740000,1.00,16.67%,2022-04-28,0, --
print my stickers,297174817111,7,0,0,0.00,0.00%,2022-04-28,0, --
custom mailing boxes,3627788436,1,0,0,0.00,0.00%,2022-04-28,0, --
create your own label,298365297581,29,0,0,0.00,0.00%,2022-04-29,0, --
custom retail box,320363852594,1,0,0,0.00,0.00%,2022-04-29,0, --
personalized travel mugs,21718273,2,0,0,0.00,0.00%,2022-04-30,0, --
stickers & labels,296683494605,5,0,0,0.00,0.00%,2022-04-30,0, --
environmental bags,1276982299,2,0,0,0.00,0.00%,2022-04-30,0, --
custom printed wax paper,26500576674,2,0,0,0.00,0.00%,2022-04-01,0, --
cups printed,43545360,2,0,0,0.00,0.00%,2022-04-01,0, --
custom printed mugs,10034156,10,0,0,0.00,0.00%,2022-04-02,0, --
personalized mugs,11356761,12,1,730000,1.00,8.33%,2022-04-02,0, --
promotional lunch boxes,301521619652,9,0,0,0.00,0.00%,2022-04-02,0, --
food delivery packaging,488258604672,1,0,0,0.00,0.00%,2022-04-02,0, --
get custom stickers printed,317215415038,2,0,0,0.00,0.00%,2022-04-02,0, --
promotional lunch boxes,301521619652,12,0,0,0.00,0.00%,2022-04-03,0, --
take away food packaging supplies,296639504800,1,0,0,0.00,0.00%,2022-04-03,0, --
print packaging,88772150,5,0,0,0.00,0.00%,2022-04-03,0, --
eco friendly packaging supplies,298190654319,2,0,0,0.00,0.00%,2022-04-03,0, --
personalized coffee cups,31901060,3,0,0,0.00,0.00%,2022-04-04,0, --
promotional insulated bags,848300186,4,1,1070000,1.00,25.00%,2022-04-04,0, --
create your own label,298365297581,37,0,0,0.00,0.00%,2022-04-04,0, --
custom packaging boxes,827037725,2,0,0,0.00,0.00%,2022-04-04,0, --
custom carton packaging,295569166926,1,0,0,0.00,0.00%,2022-04-04,0, --
personalized travel mugs,21718273,3,0,0,0.00,0.00%,2022-04-05,0, --
buy plastic cups in bulk,12489367281,3,0,0,0.00,0.00%,2022-04-05,0, --
custom made tape,3485632960,1,0,0,0.00,0.00%,2022-04-05,0, --
eco friendly packaging supplies,298190654319,2,0,0,0.00,0.00%,2022-04-05,0, --
personalized coffee mugs,15024350,1,0,0,0.00,0.00%,2022-04-06,0, --
personalized coffee cups,31901060,4,0,0,0.00,0.00%,2022-04-06,0, --
eco food packaging,3194684424,5,0,0,0.00,0.00%,2022-04-06,0, --
take away food packaging supplies,296639504800,1,0,0,0.00,0.00%,2022-04-06,0, --
business custom stickers,920582745556,1,0,0,0.00,0.00%,2022-04-06,0, --
custom shipping mailers,331078507421,4,0,0,0.00,0.00%,2022-04-06,0, --
custom sandwich wrap paper,314704091198,3,0,0,0.00,0.00%,2022-04-07,0, --
chinese food containers,295240379026,2,0,0,0.00,0.00%,2022-04-07,0, --
take away food packaging supplies,296639504800,2,0,0,0.00,0.00%,2022-04-07,0, --
print your label,430209791984,4,0,0,0.00,0.00%,2022-04-07,0, --
branded plastic bags,296029172119,4,0,0,0.00,0.00%,2022-04-07,0, --
custom mailing boxes,3627788436,1,0,0,0.00,0.00%,2022-04-07,0, --
eco friendly packaging supplies,298190654319,2,0,0,0.00,0.00%,2022-04-07,0, --
personalized coffee cups,31901060,5,0,0,0.00,0.00%,2022-04-08,0, --
logo on mugs,593849120,14,0,0,0.00,0.00%,2022-04-08,0, --
eco food packaging,3194684424,14,0,0,0.00,0.00%,2022-04-08,0, --
takeout box,302055261337,1,0,0,0.00,0.00%,2022-04-08,0, --
print your label,430209791984,3,0,0,0.00,0.00%,2022-04-08,0, --
eco friendly packaging supplies,298190654319,3,0,0,0.00,0.00%,2022-04-08,0, --
custom food wrapping paper,295876779747,2,0,0,0.00,0.00%,2022-04-09,0, --
promotional lunch boxes,301521619652,10,0,0,0.00,0.00%,2022-04-09,0, --
take away food packaging supplies,296639504800,1,0,0,0.00,0.00%,2022-04-09,0, --
takeout box,302055261337,2,0,0,0.00,0.00%,2022-04-09,0, --
food delivery packaging,488258604672,1,0,0,0.00,0.00%,2022-04-09,0, --
print my stickers,297174817111,11,3,3150000,2.00,27.27%,2022-04-09,0, --
poly bags los angeles,301667157308,1,0,0,0.00,0.00%,2022-04-09,0, --
eco product packaging,304628092292,2,1,1070000,3.00,50.00%,2022-04-09,0, --
custom disposable coffee cups,5113322677,2,0,0,0.00,0.00%,2022-04-10,0, --
custom food containers,1227438514,17,0,0,0.00,0.00%,2022-04-10,0, --
environmental bags,1276982299,7,1,1080000,1.00,14.29%,2022-04-10,0, --
custom packaging boxes,827037725,2,0,0,0.00,0.00%,2022-04-10,0, --
custom packaging plastic bags,447288118765,1,0,0,0.00,0.00%,2022-04-10,0, --
buy plastic cups in bulk,12489367281,7,0,0,0.00,0.00%,2022-04-11,0, --
environmental bags,1276982299,1,0,0,0.00,0.00%,2022-04-11,0, --
custom retail box,320363852594,1,0,0,0.00,0.00%,2022-04-11,0, --
packing boxes bulk,331775864044,1,0,0,0.00,0.00%,2022-04-11,0, --
logo on mugs,593849120,18,0,0,0.00,0.00%,2022-04-12,0, --
branded plastic bags,296029172119,1,0,0,0.00,0.00%,2022-04-12,0, --
moving boxes,10044880,3,0,0,0.00,0.00%,2022-04-12,0, --
